ID	description	GeneRatio	BgRatio	pValue	FDR	qvalue	geneID	size	DB	enrichmentRatio
GO:0009898	GO:0009898	cytoplasmic side of plasma membrane	14/576	114/18678	1.10448841054735e-05	0.000115182362814224	8.93556037405226e-05	HCK/PTPN22/PTPRC/STAC/STAC3/GNGT2/GNG2/KCNAB2/PTPN7/CD2/GM2A/TIAM1/PTK2B/RGS1	14	geneontology_Cellular_Component	0.0243055555555556
GO:0001726	GO:0001726	ruffle	17/576	168/18678	1.80101543535858e-05	0.000182602953862745	0.000141658816406859	AIF1/FGD2/PLEK/FGR/LCP1/S100B/SAMSN1/ATP6V1B2/WIPF1/CAPG/MYO5A/FGD3/CORO1C/RASGRP2/PLEKHO1/TIAM1/PTPRJ	17	geneontology_Cellular_Component	0.0295138888888889
GO:0005774	GO:0005774	vacuolar membrane	28/576	382/18678	2.27608627965179e-05	0.00022453283569538	0.000174186972752868	HLA-DRA/C3AR1/LAPTM5/HLA-DPA1/HLA-DPB1/HLA-DMB/TLR7/HLA-DRB1/TLR8/HLA-DQA1/CD74/HLA-DOA/NFAM1/SLC15A3/GLIPR1/DAB2/HLA-DMA/AP1S2/HLA-DQB1/CD1B/FPR1/ATP6V1B2/HLA-DQB2/CD1D/TMEM150B/ATP6V0D2/LRMP/GPR137B	28	geneontology_Cellular_Component	0.0486111111111111
GO:0098562	GO:0098562	cytoplasmic side of membrane	15/576	138/18678	2.39118366659777e-05	0.000229679483765312	0.000178179613937618	HCK/PTPN22/PTPRC/STAC/STAC3/GNGT2/GNG2/KCNAB2/PTPN7/CD2/RASAL3/GM2A/TIAM1/PTK2B/RGS1	15	geneontology_Cellular_Component	0.0260416666666667
GO:0005765	GO:0005765	lysosomal membrane	26/576	344/18678	2.63665089937763e-05	0.000240594394568209	0.000186647129455943	HLA-DRA/C3AR1/LAPTM5/HLA-DPA1/HLA-DPB1/HLA-DMB/TLR7/HLA-DRB1/TLR8/HLA-DQA1/CD74/HLA-DOA/NFAM1/SLC15A3/GLIPR1/DAB2/HLA-DMA/AP1S2/HLA-DQB1/CD1B/FPR1/ATP6V1B2/HLA-DQB2/CD1D/LRMP/GPR137B	26	geneontology_Cellular_Component	0.0451388888888889
GO:0098852	GO:0098852	lytic vacuole membrane	26/576	344/18678	2.63665089937763e-05	0.000240594394568209	0.000186647129455943	HLA-DRA/C3AR1/LAPTM5/HLA-DPA1/HLA-DPB1/HLA-DMB/TLR7/HLA-DRB1/TLR8/HLA-DQA1/CD74/HLA-DOA/NFAM1/SLC15A3/GLIPR1/DAB2/HLA-DMA/AP1S2/HLA-DQB1/CD1B/FPR1/ATP6V1B2/HLA-DQB2/CD1D/LRMP/GPR137B	26	geneontology_Cellular_Component	0.0451388888888889
GO:0061702	GO:0061702	inflammasome complex	5/576	13/18678	2.87246752740464e-05	0.000255719670122608	0.000198380940917034	NLRC4/NLRP3/CASP1/NLRP1/AIM2	5	geneontology_Cellular_Component	0.00868055555555556
GO:0030176	GO:0030176	integral component of endoplasmic reticulum membrane	14/576	125/18678	3.17400511430835e-05	0.000275836158743464	0.000213986810964648	HLA-DRA/HLA-DPA1/HLA-DPB1/HLA-DRB1/HLA-DQA1/CD74/RTN1/SLC37A2/HLA-DQB1/DCSTAMP/HLA-E/HLA-DQB2/B2M/TAP1	14	geneontology_Cellular_Component	0.0243055555555556
GO:0031234	GO:0031234	extrinsic component of cytoplasmic side of plasma membrane	9/576	54/18678	3.65232166592847e-05	0.000310022653038114	0.000240507840424665	HCK/STAC/STAC3/GNGT2/GNG2/KCNAB2/TIAM1/PTK2B/RGS1	9	geneontology_Cellular_Component	0.015625
GO:0030136	GO:0030136	clathrin-coated vesicle	17/576	182/18678	5.04290687304248e-05	0.000418332047422842	0.00032453156671015	CD4/HLA-DRA/HLA-DPA1/HLA-DPB1/HLA-DRB1/HLA-DQA1/CD74/DAB2/IL7R/HLA-DQB1/ADRB2/HLA-DQB2/CD207/CD3G/CD3D/CTLA4/APOE	17	geneontology_Cellular_Component	0.0295138888888889
GO:0031227	GO:0031227	intrinsic component of endoplasmic reticulum membrane	14/576	131/18678	5.35669371087041e-05	0.0004344873787706	0.000337064469760033	HLA-DRA/HLA-DPA1/HLA-DPB1/HLA-DRB1/HLA-DQA1/CD74/RTN1/SLC37A2/HLA-DQB1/DCSTAMP/HLA-E/HLA-DQB2/B2M/TAP1	14	geneontology_Cellular_Component	0.0243055555555556
GO:0030135	GO:0030135	coated vesicle	21/576	261/18678	6.36979535856576e-05	0.000505429414320979	0.000392099531225215	CD4/HLA-DRA/HLA-DPA1/HLA-DPB1/HLA-DRB1/HLA-DQA1/CD74/DAB2/IL7R/HLA-DQB1/HLA-E/ADRB2/HLA-DQB2/B2M/CTSZ/CTSC/CD207/CD3G/CD3D/CTLA4/APOE	21	geneontology_Cellular_Component	0.0364583333333333
GO:0030670	GO:0030670	phagocytic vesicle membrane	10/576	74/18678	8.76085990810377e-05	0.000680364652437846	0.000527809925034695	CYBB/RAC2/HLA-E/TLR1/B2M/ATP6V0D2/RAB8B/RAB32/SLC11A1/TAP1	10	geneontology_Cellular_Component	0.0173611111111111
GO:0044853	GO:0044853	plasma membrane raft	12/576	106/18678	0.000103779768513336	0.000789158656403491	0.000612209599344021	ITGAM/HCK/ITGB2/P2RY12/LCP2/SELPLG/SPRED1/JAK2/CORO1C/HMOX1/MS4A1/CD8A	12	geneontology_Cellular_Component	0.0208333333333333
GO:0060205	GO:0060205	cytoplasmic vesicle lumen	24/576	338/18678	0.000140588299090409	0.0010472393707755	0.000812422179491302	MNDA/OSCAR/DOCK2/FGR/ALOX5/GMFG/HK3/F13A1/FCN1/LYZ/ARHGAP9/RETN/TGFB1/RNASE2/B2M/CTSZ/CTSC/COTL1/CHIT1/SRGN/SERPING1/GM2A/APOE/CTSW	24	geneontology_Cellular_Component	0.0416666666666667
GO:0031983	GO:0031983	vesicle lumen	24/576	339/18678	0.000147028052592661	0.00107330478392643	0.000832643076787912	MNDA/OSCAR/DOCK2/FGR/ALOX5/GMFG/HK3/F13A1/FCN1/LYZ/ARHGAP9/RETN/TGFB1/RNASE2/B2M/CTSZ/CTSC/COTL1/CHIT1/SRGN/SERPING1/GM2A/APOE/CTSW	24	geneontology_Cellular_Component	0.0416666666666667
GO:0019898	GO:0019898	extrinsic component of membrane	17/576	199/18678	0.000152082243945181	0.00108843174588218	0.000844378196517105	HCK/PIK3CG/PIK3R5/FCN1/STAC/PIK3R6/STAC3/GNGT2/GNG2/KCNAB2/PIK3CD/NAAA/SNX10/TIAM1/PTK2B/BST1/RGS1	17	geneontology_Cellular_Component	0.0295138888888889
GO:0034774	GO:0034774	secretory granule lumen	23/576	321/18678	0.000168558500126558	0.00118315101050372	0.000917859039150688	MNDA/OSCAR/DOCK2/FGR/ALOX5/GMFG/HK3/F13A1/FCN1/LYZ/ARHGAP9/RETN/TGFB1/RNASE2/B2M/CTSZ/CTSC/COTL1/CHIT1/SRGN/SERPING1/GM2A/CTSW	23	geneontology_Cellular_Component	0.0399305555555556
GO:0005942	GO:0005942	phosphatidylinositol 3-kinase complex	4/576	11/18678	0.000248483219120828	0.00171125235809627	0.00132754689063561	PIK3CG/PIK3R5/PIK3R6/PIK3CD	4	geneontology_Cellular_Component	0.00694444444444444
GO:0008305	GO:0008305	integrin complex	6/576	30/18678	0.000264568888501573	0.00178828970931619	0.00138731054594392	ITGAM/ITGB2/ITGAX/ITGA4/ITGAL/BST1	6	geneontology_Cellular_Component	0.0104166666666667
GO:0031256	GO:0031256	leading edge membrane	14/576	153/18678	0.000282320105976254	0.00187357888511514	0.00145347576091124	AIF1/FGD2/PLEK/FGR/LCP1/DOCK8/CD44/MYO1G/CORO1C/RASGRP2/PLEKHO1/TIAM1/PTPRJ/EPB41L3	14	geneontology_Cellular_Component	0.0243055555555556
GO:0030027	GO:0030027	lamellipodium	16/576	191/18678	0.000294326068781795	0.00191837526973849	0.00148822767861472	PTPRO/AIF1/FGD2/ARHGEF6/DOCK8/ABI3/RAC2/CD44/MYO1G/APBB1IP/PSTPIP1/CAPG/FGD3/CORO1C/IQGAP2/PTK2B	16	geneontology_Cellular_Component	0.0277777777777778
GO:0032587	GO:0032587	ruffle membrane	10/576	91/18678	0.000491177425472307	0.00314525895258583	0.00244001343401755	AIF1/FGD2/PLEK/FGR/LCP1/CORO1C/RASGRP2/PLEKHO1/TIAM1/PTPRJ	10	geneontology_Cellular_Component	0.0173611111111111
GO:0001931	GO:0001931	uropod	4/576	13/18678	0.00051251514585588	0.00317064454639655	0.00245970694442876	SPN/SELPLG/PSTPIP1/BST1	4	geneontology_Cellular_Component	0.00694444444444444
GO:0031254	GO:0031254	cell trailing edge	4/576	13/18678	0.00051251514585588	0.00317064454639655	0.00245970694442876	SPN/SELPLG/PSTPIP1/BST1	4	geneontology_Cellular_Component	0.00694444444444444
GO:0034362	GO:0034362	low-density lipoprotein particle	4/576	14/18678	0.000700100915676127	0.00425894723702977	0.00330398502310313	MSR1/APOBR/PLA2G7/APOE	4	geneontology_Cellular_Component	0.00694444444444444
GO:0019897	GO:0019897	extrinsic component of plasma membrane	10/576	102/18678	0.0012046246979867	0.00703973833967108	0.0054612533911219	HCK/FCN1/STAC/STAC3/GNGT2/GNG2/KCNAB2/TIAM1/PTK2B/RGS1	10	geneontology_Cellular_Component	0.0173611111111111
GO:0030660	GO:0030660	Golgi-associated vesicle membrane	10/576	102/18678	0.0012046246979867	0.00703973833967108	0.0054612533911219	HLA-DRA/HLA-DPA1/HLA-DPB1/HLA-DRB1/HLA-DQA1/CD74/HLA-DQB1/HLA-E/HLA-DQB2/B2M	10	geneontology_Cellular_Component	0.0173611111111111
GO:0032588	GO:0032588	trans-Golgi network membrane	9/576	85/18678	0.00121507812438158	0.00703973833967108	0.0054612533911219	HLA-DRA/HLA-DPA1/HLA-DPB1/HLA-DRB1/HLA-DQA1/CD74/AP1S2/HLA-DQB1/HLA-DQB2	9	geneontology_Cellular_Component	0.015625
GO:0001891	GO:0001891	phagocytic cup	5/576	27/18678	0.00126024114765653	0.00718731279522864	0.00557573797236194	AIF1/LCP1/TLR4/ARHGAP25/MYO1G	5	geneontology_Cellular_Component	0.00868055555555556
GO:1904813	GO:1904813	ficolin-1-rich granule lumen	11/576	124/18678	0.00158964098461769	0.00892644552900705	0.00692491376294995	MNDA/ALOX5/PLEKHO2/GMFG/HK3/FGL2/FCN1/CTSS/CTSZ/COTL1/CTSB	11	geneontology_Cellular_Component	0.0190972222222222
GO:0005798	GO:0005798	Golgi-associated vesicle	12/576	145/18678	0.00180471663473073	0.00998062987388963	0.00774272368010472	HLA-DRA/HLA-DPA1/HLA-DPB1/HLA-DRB1/HLA-DQA1/CD74/HLA-DQB1/HLA-E/HLA-DQB2/B2M/CTSZ/CTSC	12	geneontology_Cellular_Component	0.0208333333333333
GO:0036019	GO:0036019	endolysosome	4/576	18/18678	0.0019402932799742	0.0105445996689619	0.00818023737837276	TLR7/TLR8/CTSS/CTSB	4	geneontology_Cellular_Component	0.00694444444444444
GO:0005884	GO:0005884	actin filament	8/576	74/18678	0.00196447336298468	0.0105445996689619	0.00818023737837276	AIF1/HCK/LCP1/WAS/RAC2/RCSD1/MYO5A/FYN	8	geneontology_Cellular_Component	0.0138888888888889
GO:0005775	GO:0005775	vacuolar lumen	13/576	171/18678	0.00253085616503552	0.0133878623222894	0.0103859696170031	MNDA/CD74/LIPA/CD1E/LYZ/CTSS/RETN/RNASE2/CTSC/NAAA/CTSB/SDC3/GM2A	13	geneontology_Cellular_Component	0.0225694444444444
GO:0035580	GO:0035580	specific granule lumen	7/576	62/18678	0.00289730821206462	0.0151073928200512	0.0117199384818855	OSCAR/DOCK2/LYZ/RETN/B2M/CTSZ/CHIT1	7	geneontology_Cellular_Component	0.0121527777777778
GO:0031904	GO:0031904	endosome lumen	5/576	34/18678	0.00363819009241054	0.0187033716018289	0.0145096091157663	CTSS/B2M/JAK2/CTSB/PRF1	5	geneontology_Cellular_Component	0.00868055555555556
GO:0005769	GO:0005769	early endosome	20/576	340/18678	0.00459699335437113	0.0233042024214647	0.0180788188936525	HAVCR2/CD4/SNX20/FGD2/TLR4/CD1E/GPNMB/CD274/HLA-E/ADRB2/B2M/RASGEF1B/ARRDC4/MYO5A/CYTIP/CD207/RAB32/CD22/CXCR4/APOE	20	geneontology_Cellular_Component	0.0347222222222222
GO:0005581	GO:0005581	collagen trimer	8/576	86/18678	0.00502055931192196	0.0251027965596098	0.0194741233584284	MSR1/COLEC12/C1QB/C1QC/C1QA/MARCO/FCN1/EMILIN2	8	geneontology_Cellular_Component	0.0138888888888889
GO:0062023	GO:0062023	collagen-containing extracellular matrix	22/576	399/18678	0.00647179048363583	0.0319216692773929	0.0247640347097872	F13A1/FGL2/C1QB/C1QC/C1QA/FCN1/CPA3/CTSS/EMILIN2/TGFB1/CTSZ/CTSC/TGFBI/CTSB/SERPING1/SDC3/ADAMTSL4/SERPINB9/ADAM19/APOE/TGM2/SEMA7A	22	geneontology_Cellular_Component	0.0381944444444444
GO:0005770	GO:0005770	late endosome	15/576	240/18678	0.00775772274092647	0.0377542506725088	0.0292888058569715	HLA-DRA/HLA-DMB/HLA-DRB1/CD74/HLA-DMA/CD1E/CTSS/SLC9A9/MCOLN2/RASGEF1B/MYO5A/SLC11A1/CXCR4/CST7/SLA2	15	geneontology_Cellular_Component	0.0260416666666667
GO:0043202	GO:0043202	lysosomal lumen	8/576	94/18678	0.0085158613697047	0.040712891388627	0.0315840455185023	CD74/LIPA/CD1E/CTSS/NAAA/CTSB/SDC3/GM2A	8	geneontology_Cellular_Component	0.0138888888888889
GO:0005766	GO:0005766	primary lysosome	11/576	155/18678	0.0087002891186655	0.040712891388627	0.0315840455185023	MNDA/C3AR1/NFAM1/GLIPR1/LYZ/RETN/FPR1/RNASE2/CTSC/GM2A/LRMP	11	geneontology_Cellular_Component	0.0190972222222222
GO:0042582	GO:0042582	azurophil granule	11/576	155/18678	0.0087002891186655	0.040712891388627	0.0315840455185023	MNDA/C3AR1/NFAM1/GLIPR1/LYZ/RETN/FPR1/RNASE2/CTSC/GM2A/LRMP	11	geneontology_Cellular_Component	0.0190972222222222
GO:0004896	GO:0004896	cytokine receptor activity	25/539	78/16969	7.26777383813452e-19	3.99727561097399e-16	3.25902279478453e-16	CD4/CCR2/CD74/CSF2RB/CCR5/CCR1/IL7R/CMKLR1/CX3CR1/CD44/IL12RB1/CCR4/CCRL2/IL21R/IL2RA/CCR8/CCR7/IL3RA/EBI3/IL22RA2/CXCR6/CXCR4/IL15RA/CXCR3/IL2RB	25	geneontology_Molecular_Function	0.0463821892393321
GO:0001637	GO:0001637	G protein-coupled chemoattractant receptor activity	12/539	25/16969	3.33529922827345e-12	6.11471525183465e-10	4.98539463594557e-10	CCR2/CCR5/CCR1/CMKLR1/CX3CR1/CCR4/CCRL2/CCR8/CCR7/CXCR6/CXCR4/CXCR3	12	geneontology_Molecular_Function	0.0222634508348794
GO:0004950	GO:0004950	chemokine receptor activity	12/539	25/16969	3.33529922827345e-12	6.11471525183465e-10	4.98539463594557e-10	CCR2/CCR5/CCR1/CMKLR1/CX3CR1/CCR4/CCRL2/CCR8/CCR7/CXCR6/CXCR4/CXCR3	12	geneontology_Molecular_Function	0.0222634508348794
GO:0005126	GO:0005126	cytokine receptor binding	30/539	210/16969	4.99392896227279e-12	6.86665232312508e-10	5.59845720507423e-10	CD300LF/CCR2/CCL13/CCL23/TNFSF13B/SPRED1/CSF1/TNFSF8/TRAF1/IL12RB1/TGFB1/CCL17/CCRL2/TNFSF12/MYD88/JAK2/CCL2/CD40LG/LTA/LTB/IL1B/SYK/STAP1/CCL19/OSM/CXCL10/CXCL11/CCL5/CXCL9/CXCL13	30	geneontology_Molecular_Function	0.0556586270871985
GO:0019955	GO:0019955	cytokine binding	20/539	100/16969	3.89140159562875e-11	4.28054175519163e-09	3.4899727994481e-09	CSF1R/CD4/CCR2/CD74/IL10RA/CCR5/NRROS/CCR1/CX3CR1/ITGA4/IL12RB1/CCR7/TNFRSF1B/GBP1/IL22RA2/CXCR6/CXCR4/CXCR3/IL2RB/IL18BP	20	geneontology_Molecular_Function	0.0371057513914657
GO:0019956	GO:0019956	chemokine binding	9/539	23/16969	1.69161663962051e-08	1.39066518753086e-06	1.13382463136488e-06	CCR2/CCR5/CCR1/CX3CR1/ITGA4/CCR7/CXCR6/CXCR4/CXCR3	9	geneontology_Molecular_Function	0.0166975881261596
GO:0042379	GO:0042379	chemokine receptor binding	12/539	47/16969	1.76993751140292e-08	1.39066518753086e-06	1.13382463136488e-06	CCR2/CCL13/CCL23/CCL17/CCRL2/CCL2/CCL19/CXCL10/CXCL11/CCL5/CXCL9/CXCL13	12	geneontology_Molecular_Function	0.0222634508348794
GO:0042277	GO:0042277	peptide binding	25/539	215/16969	2.27306038777832e-08	1.5627290165976e-06	1.27411016472838e-06	ITGAM/HLA-DRA/ITGB2/MSR1/HLA-DPA1/HLA-DPB1/TREM2/HLA-DRB1/HLA-DQA1/CD74/TLR4/C1QA/MARCO/CD1C/HLA-DQB1/CD14/FCGR2B/LILRB2/HLA-E/ADRB2/NOD2/CD209/FPR2/APOE/TAP1	25	geneontology_Molecular_Function	0.0463821892393321
GO:0023023	GO:0023023	MHC protein complex binding	9/539	25/16969	3.99533488765521e-08	2.44159354245596e-06	1.99065808437558e-06	HLA-DRA/HLA-DMB/HLA-DRB1/CD74/HLA-DOA/HLA-DMA/LILRB2/MS4A1/CD8A	9	geneontology_Molecular_Function	0.0166975881261596
GO:0038024	GO:0038024	cargo receptor activity	15/539	85/16969	6.449775342088e-08	3.5473764381484e-06	2.8922150481363e-06	MRC1/ITGAM/ITGB2/MSR1/FOLR2/COLEC12/MARCO/DAB2/CD163/SCARF1/CD5/ABCA1/STAB1/FPR2/CD6	15	geneontology_Molecular_Function	0.0278293135435993
GO:0005125	GO:0005125	cytokine activity	20/539	154/16969	9.39559610920814e-08	4.69779805460407e-06	3.8301664521748e-06	CCL13/CCL23/TNFSF13B/IL16/CSF1/TNFSF8/TGFB1/TNFSF12/EBI3/CD40LG/LTA/LTB/IL1B/CCL19/OSM/CXCL10/CXCL11/CCL5/CXCL9/CXCL13	20	geneontology_Molecular_Function	0.0371057513914657
GO:0033218	GO:0033218	amide binding	27/539	266/16969	1.10040716997265e-07	5.04353286237466e-06	4.11204784568728e-06	ITGAM/CD300LF/HLA-DRA/ITGB2/MSR1/HLA-DPA1/HLA-DPB1/TREM2/FOLR2/HLA-DRB1/HLA-DQA1/CD74/TLR4/C1QA/MARCO/CD1C/HLA-DQB1/CD14/FCGR2B/LILRB2/HLA-E/ADRB2/NOD2/CD209/FPR2/APOE/TAP1	27	geneontology_Molecular_Function	0.0500927643784787
GO:0030246	GO:0030246	carbohydrate binding	26/539	252/16969	1.36923604376551e-07	5.79292172362333e-06	4.72303283112639e-06	CD33/MRC1/SIGLEC9/OLR1/CLEC10A/CLEC5A/CLEC7A/COLEC12/HK3/SIGLEC1/FCN1/CLECL1/CLEC12A/SELL/CD69/SIGLEC6/CLEC2B/SIGLEC10/CD207/CD72/CD209/CD22/SIGLEC8/LGALS2/CLEC2D/KLRB1	26	geneontology_Molecular_Function	0.0482374768089054
GO:0032395	GO:0032395	MHC class II receptor activity	6/539	10/16969	1.88226461017888e-07	7.39461096855987e-06	6.02890769876843e-06	HLA-DRA/HLA-DPA1/HLA-DQA1/HLA-DOA/HLA-DQB1/HLA-DQB2	6	geneontology_Molecular_Function	0.0111317254174397
GO:0042605	GO:0042605	peptide antigen binding	9/539	30/16969	2.4276090257089e-07	8.90123309426595e-06	7.2572732979087e-06	HLA-DRA/HLA-DPA1/HLA-DPB1/HLA-DRB1/HLA-DQA1/HLA-DQB1/HLA-E/CD209/TAP1	9	geneontology_Molecular_Function	0.0166975881261596
GO:0023026	GO:0023026	MHC class II protein complex binding	7/539	16/16969	2.79841346222344e-07	9.61954627639308e-06	7.84292194017886e-06	HLA-DRA/HLA-DMB/HLA-DRB1/CD74/HLA-DOA/HLA-DMA/MS4A1	7	geneontology_Molecular_Function	0.012987012987013
GO:0001540	GO:0001540	amyloid-beta binding	13/539	71/16969	3.11928548434008e-07	1.00918059787473e-05	8.2279604726246e-06	ITGAM/ITGB2/MSR1/TREM2/CD74/TLR4/C1QA/MARCO/FCGR2B/LILRB2/ADRB2/FPR2/APOE	13	geneontology_Molecular_Function	0.0241187384044527
GO:0015026	GO:0015026	coreceptor activity	10/539	40/16969	3.45561136933939e-07	1.05588125174259e-05	8.60871604291567e-06	CD4/CD86/CD80/CCR5/CD28/ITGA4/CCR8/CXCR6/CXCR4/CD8A	10	geneontology_Molecular_Function	0.0185528756957328
GO:0008329	GO:0008329	signaling pattern recognition receptor activity	7/539	17/16969	4.62722071504589e-07	1.3394586280396e-05	1.09207535989449e-05	TLR4/CLEC7A/COLEC12/MARCO/FCN1/PTAFR/CD14	7	geneontology_Molecular_Function	0.012987012987013
GO:0038187	GO:0038187	pattern recognition receptor activity	7/539	18/16969	7.36486098571853e-07	2.0253367710726e-05	1.65127935785058e-05	TLR4/CLEC7A/COLEC12/MARCO/FCN1/PTAFR/CD14	7	geneontology_Molecular_Function	0.012987012987013
GO:0048020	GO:0048020	CCR chemokine receptor binding	8/539	26/16969	9.27336915661559e-07	2.42873954101837e-05	1.98017807554799e-05	CCR2/CCL23/CCL17/CCRL2/CCL2/CCL19/CCL5/CXCL13	8	geneontology_Molecular_Function	0.0148423005565863
GO:1990782	GO:1990782	protein tyrosine kinase binding	13/539	80/16969	1.30296046422594e-06	3.19988931747233e-05	2.60890497462816e-05	DOK2/CD4/TREM2/SIRPA/ITGAX/CD2/TRAT1/STAP1/CD247/TIAM1/DOCK4/FCRL3/BANK1	13	geneontology_Molecular_Function	0.0241187384044527
GO:0003823	GO:0003823	antigen binding	18/539	150/16969	1.33813553276116e-06	3.19988931747233e-05	2.60890497462816e-05	HLA-DRA/HLA-DPA1/HLA-DPB1/HLA-DRB1/HLA-DQA1/CD1C/SIRPA/CD40/IL7R/HLA-DQB1/ITGA4/TGFB1/HLA-E/CD1D/LILRB4/SLAMF1/CD209/TAP1	18	geneontology_Molecular_Function	0.0333951762523191
GO:0008009	GO:0008009	chemokine activity	8/539	30/16969	3.10553287773265e-06	7.11684617813733e-05	5.80244300839522e-05	CCL13/CCL23/CCL19/CXCL10/CXCL11/CCL5/CXCL9/CXCL13	8	geneontology_Molecular_Function	0.0148423005565863
GO:0008528	GO:0008528	G protein-coupled peptide receptor activity	14/539	105/16969	5.80741239755206e-06	0.000127763072746145	0.000104166639215039	CCR2/OGFRL1/CCR5/CCR1/CMKLR1/CX3CR1/FPR1/CCR4/CCRL2/CCR8/CCR7/CXCR6/CXCR4/CXCR3	14	geneontology_Molecular_Function	0.025974025974026
GO:0001653	GO:0001653	peptide receptor activity	14/539	106/16969	6.49956561887846e-06	0.000137490811168583	0.000112097771402519	CCR2/OGFRL1/CCR5/CCR1/CMKLR1/CX3CR1/FPR1/CCR4/CCRL2/CCR8/CCR7/CXCR6/CXCR4/CXCR3	14	geneontology_Molecular_Function	0.025974025974026
GO:0005085	GO:0005085	guanyl-nucleotide exchange factor activity	19/539	196/16969	1.62671299130886e-05	0.000319386035716	0.000260398949693811	RASGRP4/P2RY12/FGD2/DOCK2/ARHGEF6/CYTH4/DOCK8/TAGAP/DOCK10/VAV1/RCBTB2/RGL1/RASGEF1B/PREX1/FGD3/RASGRP2/TIAM1/DOCK4/RASGRP1	19	geneontology_Molecular_Function	0.0352504638218924
GO:0001784	GO:0001784	phosphotyrosine residue binding	8/539	37/16969	1.684035461048e-05	0.000319386035716	0.000260398949693811	HCK/FGR/SAMSN1/VAV1/SYK/STAP1/LCK/ZAP70	8	geneontology_Molecular_Function	0.0148423005565863
GO:0004715	GO:0004715	non-membrane spanning protein tyrosine kinase activity	8/539	37/16969	1.684035461048e-05	0.000319386035716	0.000260398949693811	BTK/FGR/JAK2/ITK/FYN/SYK/PTK2B/ZAP70	8	geneontology_Molecular_Function	0.0148423005565863
GO:0001618	GO:0001618	virus receptor activity	11/539	74/16969	2.04729672499638e-05	0.000345719776547404	0.000281869138390802	MRC1/CD4/CD86/CD80/SELPLG/CLEC5A/CCR5/CR1/SLAMF1/CD209/CXCR4	11	geneontology_Molecular_Function	0.0204081632653061
GO:0104005	GO:0104005	hijacked molecular function	11/539	74/16969	2.04729672499638e-05	0.000345719776547404	0.000281869138390802	MRC1/CD4/CD86/CD80/SELPLG/CLEC5A/CCR5/CR1/SLAMF1/CD209/CXCR4	11	geneontology_Molecular_Function	0.0204081632653061
GO:0030695	GO:0030695	GTPase regulator activity	21/539	235/16969	2.05523525362241e-05	0.000345719776547404	0.000281869138390802	NCKAP1L/DOCK2/RGS18/ARHGEF6/ARHGAP18/ADAP2/WAS/SIRPA/ARHGAP15/ARHGDIB/ARHGAP25/ARHGAP9/PREX1/RASAL3/RGS10/GPSM3/ACAP1/DOCK4/IQGAP2/RASGRP1/RGS1	21	geneontology_Molecular_Function	0.038961038961039
GO:0042287	GO:0042287	MHC protein binding	8/539	38/16969	2.07431865928443e-05	0.000345719776547404	0.000281869138390802	CD4/CD74/CLEC7A/LILRB2/HLA-E/CD244/TAP1/CD8A	8	geneontology_Molecular_Function	0.0148423005565863
GO:0048365	GO:0048365	Rac GTPase binding	9/539	51/16969	2.84958399278237e-05	0.0004609621164795	0.000375827486354578	NCF2/DOCK2/WAS/ARHGDIB/VAV1/CORO1C/TIAM1/DOCK4/IQGAP2	9	geneontology_Molecular_Function	0.0166975881261596
GO:0008047	GO:0008047	enzyme activator activity	30/539	419/16969	3.10572529358011e-05	0.000488042546134018	0.000397906458666204	ALOX5AP/NCKAP1L/NCF2/DOCK2/RGS18/NCF4/ARHGEF6/GMFG/CASP1/ARHGAP18/ADAP2/ARHGAP15/ARHGDIB/ARHGAP25/ARHGAP9/TGFB1/PREX1/CTSC/RASAL3/RGS10/NLRP1/GM2A/ACAP1/DOCK4/RASGRP1/APOE/RGS1/TCL1A/CCL8/CCL5	30	geneontology_Molecular_Function	0.0556586270871985
GO:0005164	GO:0005164	tumor necrosis factor receptor binding	7/539	30/16969	3.3816459695944e-05	0.000516640356465811	0.000421222568142461	TNFSF13B/TNFSF8/TRAF1/TNFSF12/CD40LG/LTA/LTB	7	geneontology_Molecular_Function	0.012987012987013
GO:0019865	GO:0019865	immunoglobulin binding	6/539	23/16969	6.35710419976468e-05	0.000920289067854306	0.000750321804604659	CD4/FCGR2A/FCGR2B/FCER1A/CD22/MS4A1	6	geneontology_Molecular_Function	0.0111317254174397
GO:0045309	GO:0045309	protein phosphorylated amino acid binding	8/539	44/16969	6.35836083244793e-05	0.000920289067854306	0.000750321804604659	HCK/FGR/SAMSN1/VAV1/SYK/STAP1/LCK/ZAP70	8	geneontology_Molecular_Function	0.0148423005565863
GO:0030169	GO:0030169	low-density lipoprotein particle binding	5/539	15/16969	7.31701037479449e-05	0.00103188607849666	0.000841308075482444	MSR1/TREM2/COLEC12/SCARF1/STAB1	5	geneontology_Molecular_Function	0.00927643784786642
GO:0032813	GO:0032813	tumor necrosis factor receptor superfamily binding	8/539	45/16969	7.52054981464374e-05	0.00103407559951351	0.000843093216062693	TNFSF13B/TNFSF8/TRAF1/TNFSF12/MYD88/CD40LG/LTA/LTB	8	geneontology_Molecular_Function	0.0148423005565863
GO:0071813	GO:0071813	lipoprotein particle binding	7/539	34/16969	8.00409105447079e-05	0.0010481547809426	0.00085457212762019	MSR1/TREM2/COLEC12/SCARF1/ABCA1/STAB1/APOE	7	geneontology_Molecular_Function	0.012987012987013
